chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
datahub-jmxexporter,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","datahub_helm, uncategorized, datahub-konchytsv",0,0.2.1,TRUE,datahub-konchytsv,https://konchyts-v.github.io/datahub-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes datahub_helm, uncategorized, datahub-konchytsv",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
datahub-mae-consumer,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","datahub_helm, uncategorized, datahub-konchytsv",0,0.2.1,TRUE,datahub-konchytsv,https://konchyts-v.github.io/datahub-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes datahub_helm, uncategorized, datahub-konchytsv",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
datahub-mce-consumer,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","datahub_helm, uncategorized, datahub-konchytsv",0,0.2.1,TRUE,datahub-konchytsv,https://konchyts-v.github.io/datahub-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes datahub_helm, uncategorized, datahub-konchytsv",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
datawolf,DataWolf an Open Source Scientific Workflow System,"Topic 4: Helm, Chart, Kubernetes","ncsa, an, uncategorized, datawolf, open",0,1.1.0,TRUE,ncsa,https://opensource.ncsa.illinois.edu/charts/,Unknown,0,0,0,0,"DataWolf an Open Source Scientific Workflow System ncsa, an, uncategorized, datawolf, open",0.07305881528,0.07208315605,0.07171369147,0.7113667428,0.07177759442
dave,DAVe traffic counting plattform,"Topic 5: Policies, Kyverno, Modules","it_at_m.github.io, it-at-m, helm_charts, uncategorized, dave, counting, traffic",0,0.0.5,TRUE,it-at-m,https://it-at-m.github.io/helm-charts,Unknown,0,0,0,0,"DAVe traffic counting plattform it_at_m.github.io, it-at-m, helm_charts, uncategorized, dave, counting, traffic",0.0767385498,0.07882155762,0.07843226916,0.3096943314,0.456313292
davos,An FTP automation tool that periodically scans given host locations for new files.,Secrets Management,"an, automation, nicholaswilde, helm_charts, secrets management, ftp",0,1.0.0,TRUE,nicholaswilde,https://nicholaswilde.github.io/helm-charts/,Unknown,0,0,0,0,"An FTP automation tool that periodically scans given host locations for new files. an, automation, nicholaswilde, helm_charts, secrets management, ftp",0.04986549385,0.04984698502,0.04990051099,0.4015633504,0.4488236598
dbapp,This is diabetes prediction app,"Topic 4: Helm, Chart, Kubernetes","this, diabetesapp, diabetes, uncategorized",0,0.1.0,TRUE,diabetesapp,https://surayyashaikh25.github.io/helm-charts/dbapp/charts/,Unknown,0,0,0,0,"This is diabetes prediction app this, diabetesapp, diabetes, uncategorized",0.09047448711,0.08981804444,0.08928324688,0.6410670449,0.08935717667
dbapp,"Adminer front-end, MySQL backend packaged in Rajware Helm course","Topic 1: Operator, Cluster, Management","helmcourse, mysql, front-end, uncategorized, adminer, helmcourse_exercises",0,0.3.3,TRUE,helmcourse,https://rajch.github.io/helmcourse-exercises/,Unknown,0,0,0,0,"Adminer front-end, MySQL backend packaged in Rajware Helm course helmcourse, mysql, front-end, uncategorized, adminer, helmcourse_exercises",0.7330745527,0.06615619561,0.06618883885,0.06878860945,0.06579180335
db-backup,Backup your databases to a remote share.,"Topic 1: Operator, Cluster, Management","main, your, uncategorized, backup, oleds-helm-charts, oleds_charts, databases",0,0.1.0,TRUE,oleds-helm-charts,https://github.com/OLED1/oleds-helm-charts/raw/main/oleds-charts,Unknown,0,0,0,0,"Backup your databases to a remote share. main, your, uncategorized, backup, oleds-helm-charts, oleds_charts, databases",0.449189336,0.0655013095,0.06441232052,0.3567676777,0.0641293562
dbdump,A Helm chart to help backup SQL databases using mysqldump and pgdump,Database,"database, djjudas21",0,0.0.16,TRUE,djjudas21,https://djjudas21.github.io/charts/,Unknown,0,0,0,0,"A Helm chart to help backup SQL databases using mysqldump and pgdump database, djjudas21",0.3566300331,0.05408319147,0.053407648,0.4827847555,0.05309437191
db-operator,A Helm chart for Kubernetes,"Topic 3: Prometheus, Exporter, Visualization","db_operator, db-operator, uncategorized",0,0.1.0,TRUE,db-operator,https://www.plumdog.co.uk/db-operator/,Unknown,0,0,0,0,"A Helm chart for Kubernetes db_operator, db-operator, uncategorized",0.06811102116,0.06570060036,0.7329582677,0.06817277468,0.06505733608
dctna,A Helm chart for DCTNA.,"Topic 3: Prometheus, Exporter, Visualization","helm_charts, philips-labs, uncategorized",0,0.2.3,TRUE,philips-labs,https://philips-labs.github.io/helm-charts/,MIT,0,0,0,0,"A Helm chart for DCTNA. helm_charts, philips-labs, uncategorized",0.0709960089,0.07127069067,0.7136404258,0.07377140244,0.0703214722
ddb-proxy,A Helm chart for MrPrimates D&D Beyond Proxy,"Topic 4: Helm, Chart, Kubernetes","charts.derwitt.dev, charts-derwitt-dev, uncategorized",0,1.0.1,TRUE,charts-derwitt-dev,https://charts.derwitt.dev,Unknown,0,0,0,0,"A Helm chart for MrPrimates D&D Beyond Proxy charts.derwitt.dev, charts-derwitt-dev, uncategorized",0.06851055314,0.2167047551,0.06800898355,0.5806942353,0.06608147297
ddl-service,A Helm chart for Kubernetes installation of sqream v2 microservices,"Topic 2: Ingress, Controller, GitHub","sqream-charts, helm_charts, sqream.github.io, uncategorized",0,1.0.1,TRUE,sqream-charts,https://sqream.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes installation of sqream v2 microservices sqream-charts, helm_charts, sqream.github.io, uncategorized",0.05991257093,0.7616563382,0.05940871521,0.06016263134,0.05885974434
ddosify,A Helm chart for Ddosify Self Hosted,Visualization,"visualization, anteon, anteon_helm_charts",0,1.7.5,TRUE,anteon,https://getanteon.github.io/anteon-helm-charts/,Unknown,0,0,0,0,"A Helm chart for Ddosify Self Hosted visualization, anteon, anteon_helm_charts",0.06597548193,0.06592950352,0.06749143473,0.7349138002,0.06568977961
deamon-require-aws-node-irsa,`deamon-require-aws-node-irsa` is a kcl validation package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, `deamon-require-aws-node-irsa`, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`deamon-require-aws-node-irsa` is a kcl validation package kcl_lang, uncategorized, kcl-module, `deamon-require-aws-node-irsa`, modules",0.05243396673,0.05256939906,0.1837141253,0.0528853895,0.6583971194
debian,Debian is a Linux distribution that's composed entirely of free and open-source software.,"Topic 4: Helm, Chart, Kubernetes","jmeter, helm_charts, uncategorized, liukunup.github.io, debian",0,0.0.1,TRUE,jmeter,https://liukunup.github.io/helm-charts,Unknown,0,0,0,0,"Debian is a Linux distribution that's composed entirely of free and open-source software. jmeter, helm_charts, uncategorized, liukunup.github.io, debian",0.05164808923,0.05176050093,0.05199297659,0.791064284,0.05353414921
debuger,SVTECH Debuger,"Topic 1: Operator, Cluster, Management","debuger, svtech, artifacthub, uncategorized",0,1.2.0,TRUE,svtech,https://svtechnmaa.github.io/charts/artifacthub/,Unknown,0,0,0,0,"SVTECH Debuger debuger, svtech, artifacthub, uncategorized",0.6635060103,0.08396777671,0.08387503671,0.08434671688,0.08430445944
deemix,Deemix is a Deezer Download Manager,"Topic 4: Helm, Chart, Kubernetes","geek-cookbook, deemix, uncategorized",0,1.1.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Deemix is a Deezer Download Manager geek-cookbook, deemix, uncategorized",0.07046079608,0.07032630082,0.2513137833,0.5383851946,0.06951392523
default-backend,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","helm.wyrihaximus.net, wyrihaximusnet, uncategorized",0,1.1.0,TRUE,wyrihaximusnet,https://helm.wyrihaximus.net/,Unknown,0,0,0,0,"A Helm chart for Kubernetes helm.wyrihaximus.net, wyrihaximusnet, uncategorized",0.06925339115,0.06825731238,0.0674005796,0.728027438,0.06706127882
default-ns,This is a sample default namespace that can be used for testing.,"Topic 5: Policies, Kyverno, Modules","catalog, meshery-catalog, uncategorized, this, meshery.io",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"This is a sample default namespace that can be used for testing. catalog, meshery-catalog, uncategorized, this, meshery.io",0.05439239021,0.2000388198,0.05408726899,0.0544136561,0.6370678649
dega,"A Helm chart for Dega. A lightweight, scalable & high performant CMS written in Go. Developed for modern web features with all the best practices built-in.","Topic 4: Helm, Chart, Kubernetes","factly, helm_charts, factly.github.io, uncategorized",0,0.11.12,TRUE,factly,https://factly.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Dega. A lightweight, scalable & high performant CMS written in Go. Developed for modern web features with all the best practices built-in. factly, helm_charts, factly.github.io, uncategorized",0.04456951703,0.3008052775,0.04455227654,0.4419741108,0.1680988181
dega-server,A Helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","factly, helm_charts, factly.github.io, uncategorized",0,0.1.0,TRUE,factly,https://factly.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes factly, helm_charts, factly.github.io, uncategorized",0.07024244063,0.7171120514,0.07056734829,0.0725074851,0.06957067461
dejavu,dejavu is the missing web UI for Elasticsearch.,Visualization,"the, dejavu, ygqygq2, visualization",0,2.0.0,TRUE,ygqygq2,https://ygqygq2.github.io/charts/,Unknown,0,0,0,0,"dejavu is the missing web UI for Elasticsearch. the, dejavu, ygqygq2, visualization",0.06281771601,0.06301811195,0.06452798451,0.7469202517,0.06271593584
delay-action-for-chaos-mesh,A simple example,"Topic 5: Policies, Kyverno, Modules","catalog, meshery-catalog, example, uncategorized, meshery.io, simple",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"A simple example catalog, meshery-catalog, example, uncategorized, meshery.io, simple",0.0639454437,0.06700906234,0.06404433762,0.2306892383,0.574311918
dell-fan-controller,Dell Fan Controller helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","dell-fan-controller, fan, helm_charts, uncategorized, controller, dell_fan_controller, dell",0,1.0.7,TRUE,dell-fan-controller,oci://ghcr.io/alexmorbo/helm-charts/dell-fan-controller,MIT,0,0,0,0,"Dell Fan Controller helm chart for Kubernetes dell-fan-controller, fan, helm_charts, uncategorized, controller, dell_fan_controller, dell",0.07236227601,0.7099478066,0.07200110231,0.07487174682,0.07081706827
dellhw_exporter,A Helm chart for the dellhw_exporter,"Topic 3: Prometheus, Exporter, Visualization","galexrt.github.io, dellhw_exporter, dellhw-exporter, uncategorized",0,1.0.1,TRUE,dellhw-exporter,https://galexrt.github.io/dellhw_exporter,Unknown,0,0,0,0,"A Helm chart for the dellhw_exporter galexrt.github.io, dellhw_exporter, dellhw-exporter, uncategorized",0.0626356335,0.06316823801,0.7467806539,0.06541408246,0.06200139208
delphic,A simple framework to use LlamaIndex to build and deploy LLM agents that can be used to analyze and manipulate text data from documents.,"Topic 4: Helm, Chart, Kubernetes","kubeblocks, framework, apecloud.github.io, helm_charts, uncategorized, simple",0,0.6.5,TRUE,kubeblocks,https://apecloud.github.io/helm-charts,Unknown,0,0,0,0,"A simple framework to use LlamaIndex to build and deploy LLM agents that can be used to analyze and manipulate text data from documents. kubeblocks, framework, apecloud.github.io, helm_charts, uncategorized, simple",0.04996907167,0.3444984977,0.04722718015,0.5096552145,0.04865003602
deluge,Deluge Torrent Client & Webinterface,"Topic 2: Ingress, Controller, GitHub","lib42, client, uncategorized, deluge, lib42.github.io, torrent",0,1.3.0,TRUE,lib42,https://lib42.github.io/charts,Unknown,0,0,0,0,"Deluge Torrent Client & Webinterface lib42, client, uncategorized, deluge, lib42.github.io, torrent",0.07466576589,0.7011640712,0.07461502597,0.07521301867,0.07434211827
deluge,Deluge is a torrent download client,"Topic 4: Helm, Chart, Kubernetes","geek-cookbook, deluge, uncategorized",0,5.4.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Deluge is a torrent download client geek-cookbook, deluge, uncategorized",0.07047296678,0.07333068904,0.06980367618,0.7165970648,0.06979560324
demo,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","helm_demo_app, demo0524, uncategorized",0,0.1.0,TRUE,demo0524,https://eli2694.github.io/helm-demo-app/,Unknown,0,0,0,0,"A Helm chart for Kubernetes helm_demo_app, demo0524, uncategorized",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
demo,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","joonas-demo, demo, joonas, uncategorized",0,0.1.0,TRUE,joonas-demo,oci://ghcr.io/joonas/demo,Unknown,0,0,0,0,"A Helm chart for Kubernetes joonas-demo, demo, joonas, uncategorized",0.08038004191,0.07992722253,0.07994429716,0.6800272035,0.07972123486
demo-backend,A helm chart for backend demo,"Topic 4: Helm, Chart, Kubernetes","v2fly, uncategorized",0,0.0.3,TRUE,v2fly,https://yushiwho.github.io/charts/,Unknown,0,0,0,0,"A helm chart for backend demo v2fly, uncategorized",0.06978393209,0.06949464057,0.06939867334,0.7221008291,0.06922192486
demo-frontend,A helm chart for frontend demo,"Topic 4: Helm, Chart, Kubernetes","v2fly, uncategorized",0,0.0.3,TRUE,v2fly,https://yushiwho.github.io/charts/,Unknown,0,0,0,0,"A helm chart for frontend demo v2fly, uncategorized",0.06994765125,0.06986190395,0.06977067283,0.7208192521,0.06960051988
dendrite,Dendrite Matrix Homeserver,"Topic 2: Ingress, Controller, GitHub","geek-cookbook, matrix, dendrite, uncategorized, homeserver",0,6.4.0,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Dendrite Matrix Homeserver geek-cookbook, matrix, dendrite, uncategorized, homeserver",0.07652437416,0.6904323465,0.07650931591,0.08003981895,0.0764941445
deny-all,`deny-all` is a kcl validation package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, `deny-all`, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`deny-all` is a kcl validation package kcl_lang, uncategorized, kcl-module, `deny-all`, modules",0.05846976517,0.05848526822,0.05846048228,0.05863518598,0.7659492983
deny-commands-in-exec-probe,`deny-commands-in-exec-probe` is a kcl validation package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, `deny-commands-in-exec-probe`, uncategorized, kcl-module, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`deny-commands-in-exec-probe` is a kcl validation package kcl_lang, `deny-commands-in-exec-probe`, uncategorized, kcl-module, modules",0.05389001732,0.05389890634,0.05388492939,0.05398248662,0.7843436603
